ABEL MESQUITA JR.;5310756;231;RR=DEM;178957;ABEL MESQUITA JR.
JOSÉ NUNES;5310570;23201;BA=PSD;160619;JOSÉ NUNES
JOSÉ OTÁVIO GERMANO;5310798;23501;RS=PP;74395;JOSÉ OTÁVIO GERMANO
JOSÉ PRIANTE;5310495;2326;PA=PMDB;74079;JOSÉ PRIANTE
JOSÉ REINALDO;5310354;2377;MA=PSB;73714;JOSÉ REINALDO
JOSÉ ROCHA;5310789;23203;BA=PR;74554;JOSÉ ROCHA
JOSE STÉDILE;5310377;23506;RS=PSB;160607;JOSE STÉDILE
JOSI NUNES;5310528;2362;TO=PMDB;114941;JOSI NUNES
JOSUÉ BENGTSON;5310632;2330;PA=PTB;74351;JOSUÉ BENGTSON
JOVAIR ARANTES;5310361;23419;GO=PTB;73666;JOVAIR ARANTES
JOZI ARAÚJO;5310308;2311;AP=PTN;178851;JOZI ARAÚJO
JÚLIA MARINHO;5310699;2334;PA=PSC;67312;JÚLIA MARINHO
JÚLIO CESAR;5310694;23114;PI=PSD;74317;JÚLIO CESAR
JÚLIO DELGADO;5310574;23250;MG=PSB;73586;JÚLIO DELGADO
JULIO LOPES;5310411;23308;RJ=PP;74253;JULIO LOPES
JUNIOR MARRECA;5310432;2378;MA=PEN;178885;JUNIOR MARRECA
JUSCELINO FILHO;5310606;2379;MA=DEM;178886;JUSCELINO FILHO
JUTAHY JUNIOR;5310416;23206;BA=PSDB;74570;JUTAHY JUNIOR
KAIO MANIÇOBA;5310758;23151;PE=PMDB;178918;KAIO MANIÇOBA
KEIKO OTA;5310730;23356;SP=PSB;160659;KEIKO OTA
LAERCIO OLIVEIRA;5310362;23176;SE=SD;151208;LAERCIO OLIVEIRA
LAERTE BESSA;5310785;23412;DF=PR;141478;LAERTE BESSA
LAUDIVIO CARVALHO;5310484;23234;MG=SD;178894;LAUDIVIO CARVALHO
LÁZARO BOTELHO;5310290;2363;TO=PP;141480;LÁZARO BOTELHO
LEANDRE;5310676;23453;PR=PV;178832;LEANDRE
LELO COIMBRA;5310469;23277;ES=PMDB;141562;LELO COIMBRA
LEO DE BRITO;5310505;2357;AC=PT;178825;LEO DE BRITO
LEONARDO MONTEIRO;5310402;23253;MG=PT;74156;LEONARDO MONTEIRO
LEONARDO PICCIANI;5310339;23312;RJ=PMDB;74254;LEONARDO PICCIANI
LEONARDO QUINTÃO;5310466;23255;MG=PMDB;141482;LEONARDO QUINTÃO
LEÔNIDAS CRISTINO;5310786;2396;CE=PDT;74299;LEÔNIDAS CRISTINO
LEOPOLDO MEYER;5310499;23456;PR=PSB;160663;LEOPOLDO MEYER
LINCOLN PORTELA;5310687;23243;MG=PRB;74585;LINCOLN PORTELA
LINDOMAR GARÇON;5310734;2345;RO=PRB;141483;LINDOMAR GARÇON
LUCAS VERGILIO;5310727;23430;GO=SD;178879;LUCAS VERGILIO
LUCIANA SANTOS;5310532;23153;PE=PCdoB;160628;LUCIANA SANTOS
LUCIANO DUCCI;5310407;23457;PR=PSB;178931;LUCIANO DUCCI
LUCIO MOSQUINI;5310729;2346;RO=PMDB;178954;LUCIO MOSQUINI
LÚCIO VALE;5310567;2329;PA=PR;141484;LÚCIO VALE
LUCIO VIEIRA LIMA;5310430;23205;BA=PMDB;94931;LUCIO VIEIRA LIMA
LUIS CARLOS HEINZE;5310770;23500;RS=PP;73483;LUIS CARLOS HEINZE
LUIS TIBÉ;5310737;23251;MG=PTdoB;160510;LUIS TIBÉ
LUIZ CARLOS BUSATO;5310598;23488;RS=PTB;141485;LUIZ CARLOS BUSATO
LUIZ CARLOS HAULY;5310316;23454;PR=PSDB;73778;LUIZ CARLOS HAULY
LUIZ CARLOS RAMOS;5310522;23318;RJ=PTN;178802;LUIZ CARLOS RAMOS
LUIZ CLÁUDIO;5310435;2348;RO=PR;178955;LUIZ CLÁUDIO
LUIZ COUTO;5310317;23133;PB=PT;74041;LUIZ COUTO
LUIZ FERNANDO FARIA;5310610;23256;MG=PP;141487;LUIZ FERNANDO FARIA
LUIZ LAURO FILHO;5310696;23365;SP=PSB;178982;LUIZ LAURO FILHO
LUIZ NISHIMORI;5310410;23459;PR=PR;162332;LUIZ NISHIMORI
LUIZ SÉRGIO;5310521;23313;RJ=PT;74688;LUIZ SÉRGIO
LUIZA ERUNDINA;5310288;23371;SP=PSOL;74784;LUIZA ERUNDINA
LUIZIANNE LINS;5310427;2398;CE=PT;178866;LUIZIANNE LINS
MACEDO;5310605;23104;CE=PP;178867;MACEDO
MAGDA MOFATTO;5310735;23431;GO=PR;166402;MAGDA MOFATTO
MAJOR OLIMPIO;5310405;23368;SP=SD;178826;MAJOR OLIMPIO
MANDETTA;5310643;23436;MS=DEM;160633;MANDETTA
MANOEL JUNIOR;5310509;23130;PB=PMDB;141490;MANOEL JUNIOR
MARA GABRILLI;5310398;23366;SP=PSDB;160565;MARA GABRILLI
MARCELO ÁLVARO ANTÔNIO;5310404;23235;MG=PR;179000;MARCELO ÁLVARO ANTÔNIO
MARCELO ARO;5310596;23236;MG=PHS;146788;MARCELO ARO
MARCELO BELINATI;5310581;23461;PR=PP;178932;MARCELO BELINATI
MARCELO CASTRO;5310659;23110;PI=PMDB;74460;MARCELO CASTRO
MARCELO MATOS;5310762;23311;RJ=PHS;76287;MARCELO MATOS
MARCELO SQUASSONI;5310594;23369;SP=PRB;118594;MARCELO SQUASSONI
MARCIO ALVINO;5310720;23370;SP=PR;178983;MARCIO ALVINO
MÁRCIO MARINHO;5310454;23212;BA=PRB;150418;MÁRCIO MARINHO
MARCO ANTÔNIO CABRAL;5310700;23319;RJ=PMDB;178942;MARCO ANTÔNIO CABRAL
MARCO MAIA;5310634;23496;RS=PT;133373;MARCO MAIA
MARCO TEBALDI;5310440;23478;SC=PSDB;160536;MARCO TEBALDI
MARCON;5310794;23507;RS=PT;160535;MARCON
MARCOS ABRÃO;5310445;23432;GO=PPS;178880;MARCOS ABRÃO
MARCOS MONTES;5310537;23257;MG=PSD;141500;MARCOS MONTES
MARCOS REATEGUI;5310524;2312;AP=PSD;178852;MARCOS REATEGUI
MARCOS ROGÉRIO;5310471;2349;RO=DEM;167722;MARCOS ROGÉRIO
MARCOS ROTTA;5310431;2343;AM=PMDB;178850;MARCOS ROTTA
MARCOS SOARES;5310328;23321;RJ=DEM;178943;MARCOS SOARES
MARCUS PESTANA;5310743;23254;MG=PSDB;159238;MARCUS PESTANA
MARCUS VICENTE;5310562;23281;ES=PP;74235;MARCUS VICENTE
MARGARIDA SALOMÃO;5310442;23237;MG=PT;171619;MARGARIDA SALOMÃO
MARIA DO ROSÁRIO;5310300;23508;RS=PT;74398;MARIA DO ROSÁRIO
MARIA HELENA;5310765;236;RR=PSB;64960;MARIA HELENA
MARIANA CARVALHO;5310624;2351;RO=PSDB;178956;MARIANA CARVALHO
MARINALDO ROSENDO;5310476;23152;PE=PSB;178919;MARINALDO ROSENDO
MARINHA RAUPP;5310657;2350;RO=PMDB;74177;MARINHA RAUPP
MÁRIO HERINGER;5310467;23239;MG=PDT;74158;MÁRIO HERINGER
MÁRIO NEGROMONTE JR.;5310558;23208;BA=PP;178858;MÁRIO NEGROMONTE JR.
MARX BELTRÃO;5310777;23169;AL=PMDB;178843;MARX BELTRÃO
MAURÍCIO QUINTELLA LESSA;5310618;23168;AL=PR;74050;MAURÍCIO QUINTELLA LESSA
MAURO LOPES;5310615;23252;MG=PMDB;74749;MAURO LOPES
MAURO MARIANI;5310542;23480;SC=PMDB;141507;MAURO MARIANI
MAURO PEREIRA;5310831;23540;RS=PMDB;124411;MAURO PEREIRA
MAX FILHO;5310483;23282;ES=PSDB;178827;MAX FILHO
MENDONÇA FILHO;5310764;23154;PE=DEM;74428;MENDONÇA FILHO
MIGUEL CORRÊA;5310318;23261;MG=PT;141509;MIGUEL CORRÊA
MIGUEL HADDAD;5310360;23377;SP=PSDB;178984;MIGUEL HADDAD
MIGUEL LOMBARDI;5310556;23378;SP=PR;178985;MIGUEL LOMBARDI
MILTON MONTI;5310520;23374;SP=PR;74787;MILTON MONTI
MIRO TEIXEIRA;5310684;23317;RJ=REDE;74862;MIRO TEIXEIRA
MISAEL VARELLA;5310681;23245;MG=DEM;178895;MISAEL VARELLA
MISSIONÁRIO JOSÉ OLIMPIO;5310782;23375;SP=DEM;160561;MISSIONÁRIO JOSÉ OLIMPIO
MOEMA GRAMACHO;5310663;23210;BA=PT;178859;MOEMA GRAMACHO
MORONI TORGAN;5310717;23105;CE=DEM;74457;MORONI TORGAN
MOSES RODRIGUES;5310667;23106;CE=PMDB;178997;MOSES RODRIGUES
NELSON MARCHEZAN JUNIOR;5310428;23509;RS=PSDB;160567;NELSON MARCHEZAN JUNIOR
NELSON MARQUEZELLI;5310353;23381;SP=PTB;73553;NELSON MARQUEZELLI
NELSON MEURER;5310544;23458;PR=PP;73781;NELSON MEURER
NELSON PADOVANI;5310863;23567;PR=PSDB;160566;NELSON PADOVANI
NEWTON CARDOSO JR;5310372;23247;MG=PMDB;178896;NEWTON CARDOSO JR
NILSON LEITÃO;5310675;23405;MT=PSDB;166401;NILSON LEITÃO
NILSON PINTO;5310421;2331;PA=PSDB;74352;NILSON PINTO
NILTO TATTO;5310749;23382;SP=PT;178986;NILTO TATTO
NILTON CAPIXABA;5310458;2347;RO=PTB;74359;NILTON CAPIXABA
ODELMO LEÃO;5310327;23248;MG=PP;74752;ODELMO LEÃO
ODORICO MONTEIRO;5310301;23107;CE=PROS;178868;ODORICO MONTEIRO
ONYX LORENZONI;5310449;23510;RS=DEM;74399;ONYX LORENZONI
ORLANDO SILVA;5310446;23386;SP=PCdoB;178987;ORLANDO SILVA
OSMAR SERRAGLIO;5310293;23463;PR=PMDB;73463;OSMAR SERRAGLIO
OSMAR TERRA;5310557;23497;RS=PMDB;73692;OSMAR TERRA
OTAVIO LEITE;5310554;23316;RJ=PSDB;141515;OTAVIO LEITE
PADRE JOÃO;5310781;23259;MG=PT;160556;PADRE JOÃO
PAES LANDIM;5310740;23118;PI=PTB;74319;PAES LANDIM
PASTOR EURICO;5310387;23155;PE=PHS;160642;PASTOR EURICO
PATRUS ANANIAS;5310356;23249;MG=PT;74160;PATRUS ANANIAS
PAUDERNEY AVELINO;5310374;2340;AM=DEM;74095;PAUDERNEY AVELINO
PAULÃO;5310375;23170;AL=PT;171617;PAULÃO
PAULO ABI-ACKEL;5310616;23263;MG=PSDB;141516;PAULO ABI-ACKEL
PAULO AZI;5310391;23215;BA=DEM;178860;PAULO AZI
PAULO FEIJÓ;5310551;23323;RJ=PR;74017;PAULO FEIJÓ
PAULO FOLETTO;5310457;23280;ES=PSB;160517;PAULO FOLETTO
PAULO FREIRE;5310701;23380;SP=PR;160558;PAULO FREIRE
PAULO MAGALHÃES;5310592;23214;BA=PSD;74574;PAULO MAGALHÃES
PAULO MALUF;5310342;23373;SP=PP;132056;PAULO MALUF
PAULO MARTINS;5310864;23568;PR=PSDB;193726;PAULO MARTINS
PAULO PEREIRA DA SILVA;5310369;23372;SP=SD;141518;PAULO PEREIRA DA SILVA
PAULO PIMENTA;5310669;23513;RS=PT;74400;PAULO PIMENTA
PAULO TEIXEIRA;5310635;23376;SP=PT;141488;PAULO TEIXEIRA
PEDRO CHAVES;5310691;23428;GO=PMDB;74812;PEDRO CHAVES
PEDRO CUNHA LIMA;5310538;23135;PB=PSDB;178912;PEDRO CUNHA LIMA
PEDRO FERNANDES;5310633;2380;MA=PTB;74449;PEDRO FERNANDES
PEDRO PAULO;5310515;23314;RJ=PMDB;122158;PEDRO PAULO
PEDRO UCZAI;5310617;23481;SC=PT;160604;PEDRO UCZAI
PEDRO VILELA;5310787;23172;AL=PSDB;178844;PEDRO VILELA
PEPE VARGAS;5310709;23503;RS=PT;141445;PEPE VARGAS
POMPEO DE MATTOS;5310627;23516;RS=PDT;73486;POMPEO DE MATTOS
PR. MARCO FELICIANO;5310379;23379;SP=PSC;160601;PR. MARCO FELICIANO
PROFESSOR VICTÓRIO GALLI;5310388;23406;MT=PSC;148134;PROFESSOR VICTÓRIO GALLI
PROFESSORA DORINHA SEABRA REZENDE;5310683;2367;TO=DEM;160639;PROFESSORA DORINHA SEABRA REZENDE
PROFESSORA MARCIVANIA;5310503;2315;AP=PCdoB;160641;PROFESSORA MARCIVANIA
RAFAEL MOTTA;5310775;23123;RN=PSB;178951;RAFAEL MOTTA
RAIMUNDO GOMES DE MATOS;5310549;23102;CE=PSDB;74216;RAIMUNDO GOMES DE MATOS
RAQUEL MUNIZ;5310376;23258;MG=PSD;178998;RAQUEL MUNIZ
REGINALDO LOPES;5310494;23272;MG=PT;74161;REGINALDO LOPES
REJANE DIAS;5310460;23116;PI=PT;178925;REJANE DIAS
REMÍDIO MONAI;5310333;237;RR=PR;178960;REMÍDIO MONAI
RENATA ABREU;5310772;23330;SP=PTN;178989;RENATA ABREU
RENATO MOLLING;5310450;23511;RS=PP;141527;RENATO MOLLING
RENZO BRAZ;5310452;23262;MG=PP;160654;RENZO BRAZ
RICARDO BARROS;5310357;23462;PR=PP;73788;RICARDO BARROS
RICARDO IZAR;5310479;23383;SP=PP;160655;RICARDO IZAR
RICARDO TEOBALDO;5310593;23157;PE=PTN;178920;RICARDO TEOBALDO
RICARDO TRIPOLI;5310307;23384;SP=PSDB;141472;RICARDO TRIPOLI
ROBERTO ALVES;5310289;23387;SP=PRB;152610;ROBERTO ALVES
ROBERTO BALESTRA;5310602;23427;GO=PP;73674;ROBERTO BALESTRA
ROBERTO BRITTO;5310608;23211;BA=PP;141529;ROBERTO BRITTO
ROBERTO DE LUCENA;5310784;23385;SP=PV;160653;ROBERTO DE LUCENA
ROBERTO GÓES;5310334;2317;AP=PDT;178995;ROBERTO GÓES
ROBERTO SALES;5310540;23324;RJ=PRB;178944;ROBERTO SALES
ROCHA;5310688;2359;AC=PSDB;178840;ROCHA
RODRIGO DE CASTRO;5310453;23268;MG=PSDB;141531;RODRIGO DE CASTRO
RODRIGO GARCIA;5310480;23388;SP=DEM;88950;RODRIGO GARCIA
RODRIGO MAIA;5310464;23322;RJ=DEM;74693;RODRIGO MAIA
RODRIGO MARTINS;5310636;23117;PI=PSB;178926;RODRIGO MARTINS
RODRIGO PACHECO;5310584;23260;MG=PMDB;178897;RODRIGO PACHECO
ROGÉRIO MARINHO;5310463;23124;RN=PSDB;141535;ROGÉRIO MARINHO
ROGÉRIO PENINHA MENDONÇA;5310697;23483;SC=PMDB;160651;ROGÉRIO PENINHA MENDONÇA
ROGÉRIO ROSSO;5310553;23413;DF=PSD;160426;ROGÉRIO ROSSO
RÔMULO GOUVEIA;5310776;23134;PB=PSD;141536;RÔMULO GOUVEIA
RONALDO BENEDET;5310753;23484;SC=PMDB;160515;RONALDO BENEDET
RONALDO CARLETTO;5310566;23216;BA=PP;178861;RONALDO CARLETTO
RONALDO FONSECA;5310488;23414;DF=PROS;160637;RONALDO FONSECA
RONALDO LESSA;5310580;23173;AL=PDT;178845;RONALDO LESSA
RONALDO MARTINS;5310437;2391;CE=PRB;122466;RONALDO MARTINS
RONALDO NOGUEIRA;5310723;23517;RS=PTB;163321;RONALDO NOGUEIRA
RÔNEY NEMER;5310310;23415;DF=PP;178870;RÔNEY NEMER
ROSANGELA GOMES;5310662;23325;RJ=PRB;178945;ROSANGELA GOMES
RUBENS BUENO;5310573;23460;PR=PPS;73466;RUBENS BUENO
RUBENS OTONI;5310485;23425;GO=PT;74371;RUBENS OTONI
RUBENS PEREIRA JÚNIOR;5310306;2381;MA=PCdoB;178887;RUBENS PEREIRA JÚNIOR
SÁGUAS MORAES;5310560;23409;MT=PT;160630;SÁGUAS MORAES
SAMUEL MOREIRA;5310477;23389;SP=PSDB;178990;SAMUEL MOREIRA
SANDRO ALEX;5310763;23465;PR=PSD;160621;SANDRO ALEX
SARAIVA FELIPE;5310577;23265;MG=PMDB;74762;SARAIVA FELIPE
SARNEY FILHO;5310511;2385;MA=PV;74210;SARNEY FILHO
SEBASTIÃO OLIVEIRA;5310733;23159;PE=PR;178921;SEBASTIÃO OLIVEIRA
SÉRGIO BRITO;5310291;23213;BA=PSD;73808;SÉRGIO BRITO
SÉRGIO MORAES;5310340;23512;RS=PTB;141542;SÉRGIO MORAES
SÉRGIO REIS;5310603;23390;SP=PRB;178991;SÉRGIO REIS
SERGIO SOUZA;5310722;23467;PR=PMDB;178933;SERGIO SOUZA
SERGIO VIDIGAL;5310682;23283;ES=PDT;178874;SERGIO VIDIGAL
SERGIO ZVEITER;5310774;23320;RJ=PMDB;160612;SERGIO ZVEITER
SHÉRIDAN;5310489;238;RR=PSDB;178961;SHÉRIDAN
SIBÁ MACHADO;5310795;2358;AC=PT;160613;SIBÁ MACHADO
SILAS CÂMARA;5310401;2339;AM=PRB;74356;SILAS CÂMARA
SILVIO COSTA;5310641;23160;PE=PTdoB;4930;SILVIO COSTA
SILVIO TORRES;5310704;23391;SP=PSDB;73560;SILVIO TORRES
SIMÃO SESSIM;5310589;23327;RJ=PP;73424;SIMÃO SESSIM
SIMONE MORGADO;5310394;2335;PA=PMDB;178911;SIMONE MORGADO
SORAYA SANTOS;5310365;23328;RJ=PMDB;178946;SORAYA SANTOS
SÓSTENES CAVALCANTE;5310563;23329;RJ=DEM;178947;SÓSTENES CAVALCANTE
STEFANO AGUIAR;5310746;23267;MG=PSD;92776;STEFANO AGUIAR
SUBTENENTE GONZAGA;5310736;23273;MG=PDT;177282;SUBTENENTE GONZAGA
TADEU ALENCAR;5310425;23161;PE=PSB;178922;TADEU ALENCAR
TAKAYAMA;5310674;23469;PR=PSC;74385;TAKAYAMA
TAMPINHA;5310861;23565;MT=PSD;73831;TAMPINHA
TENENTE LÚCIO;5310759;23266;MG=PSB;178898;TENENTE LÚCIO
TEREZA CRISTINA;5310732;23437;MS=PSB;178901;TEREZA CRISTINA
THIAGO PEIXOTO;5310754;23424;GO=PSD;160617;THIAGO PEIXOTO
TIA ERON;5310767;23217;BA=PRB;178862;TIA ERON
TIRIRICA;5310378;23392;SP=PR;160976;TIRIRICA
TONINHO PINHEIRO;5310792;23264;MG=PP;160611;TONINHO PINHEIRO
TONINHO WANDSCHEER;5310417;23470;PR=PROS;178934;TONINHO WANDSCHEER
ULDURICO JUNIOR;5310447;23220;BA=PV;178863;ULDURICO JUNIOR
VALADARES FILHO;5310408;23183;SE=PSB;141384;VALADARES FILHO
VALDIR COLATTO;5310406;23489;SC=PMDB;74010;VALDIR COLATTO
VALMIR ASSUNÇÃO;5310418;23218;BA=PT;160610;VALMIR ASSUNÇÃO
VALMIR PRASCIDELLI;5310355;23393;SP=PT;113247;VALMIR PRASCIDELLI
VALTENIR PEREIRA;5310648;23404;MT=PMDB;141552;VALTENIR PEREIRA
VANDER LOUBET;5310534;23438;MS=PT;74376;VANDER LOUBET
VANDERLEI MACRIS;5310332;23394;SP=PSDB;141553;VANDERLEI MACRIS
VENEZIANO VITAL DO RÊGO;5310710;23137;PB=PMDB;178913;VENEZIANO VITAL DO RÊGO
VICENTE ARRUDA;5310845;23553;CE=PDT;74308;VICENTE ARRUDA
VICENTE CANDIDO;5310344;23395;SP=PT;160622;VICENTE CANDIDO
VICENTINHO;5310496;23396;SP=PT;74283;VICENTINHO
VICENTINHO JÚNIOR;5310708;2366;TO=PR;137070;VICENTINHO JÚNIOR
VICTOR MENDES;5310507;2382;MA=PSD;178888;VICTOR MENDES
VINICIUS CARVALHO;5310631;23397;SP=PRB;141555;VINICIUS CARVALHO
VINICIUS GURGEL;5310482;2316;AP=PR;160591;VINICIUS GURGEL
VITOR LIPPI;5310438;23399;SP=PSDB;178992;VITOR LIPPI
VITOR VALIM;5310640;23108;CE=PMDB;178869;VITOR VALIM
WADIH DAMOUS;5310842;23550;RJ=PT;189593;WADIH DAMOUS
WALDENOR PEREIRA;5310548;23219;BA=PT;160569;WALDENOR PEREIRA
WALDIR MARANHÃO;5310393;2384;MA=PP;141558;WALDIR MARANHÃO
WALTER ALVES;5310419;23125;RN=PMDB;178952;WALTER ALVES
WASHINGTON REIS;5310491;23326;RJ=PMDB;160620;WASHINGTON REIS
WELITON PRADO;5310380;23270;MG=PMB;160518;WELITON PRADO
WELLINGTON ROBERTO;5310395;23136;PB=PR;74043;WELLINGTON ROBERTO
WEVERTON ROCHA;5310409;2383;MA=PDT;167493;WEVERTON ROCHA
WILSON FILHO;5310752;23139;PB=PTB;160636;WILSON FILHO
WLADIMIR COSTA;5310474;2323;PA=SD;73930;WLADIMIR COSTA
WOLNEY QUEIROZ;5310303;23164;PE=PDT;74439;WOLNEY QUEIROZ
ZÉ CARLOS;5310644;2386;MA=PT;178889;ZÉ CARLOS
ZÉ GERALDO;5310518;2325;PA=PT;73931;ZÉ GERALDO
ZÉ SILVA;5310504;23271;MG=SD;160632;ZÉ SILVA
ZECA CAVALCANTI;5310626;23163;PE=PTB;178923;ZECA CAVALCANTI
ZECA DIRCEU;5310576;23468;PR=PT;160592;ZECA DIRCEU
ZECA DO PT;5310424;23440;MS=PT;178902;ZECA DO PT
ZENAIDE MAIA;5310392;23126;RN=PR;178949;ZENAIDE MAIA</select;</label; 